"species","longitude","latitude","BIO_2","BIO_5","BIO_6","BIO_12","BIO_14","BIO_15","SR_RANGE","SR_HINGHQ","Cation_Exchange_Capacity","Organic_Carbon","pH"
"Spirodela polyrhiza",-88.916666666667,42.9166666666667,11.5123538970947,28.505500793457,-13.1902503967285,834,29,36.9116554260254,17111,20851,32,85,62
"Spirodela polyrhiza",-88.2500000000003,42.5833333333334,11.0020418167114,27.9610004425049,-12.1335000991821,889,31,33.6861457824707,17126,20770.333984375,32,120,65
"Spirodela polyrhiza",19.083333333333,52.5833333333334,8.36431312561035,23.9472503662109,-5.16725015640259,524,21,38.7106132507324,18159,18886.333984375,29,111,57
"Spirodela polyrhiza",36.7499999999997,55.75,7.83341693878174,22.3152503967285,-11.7527503967285,639,28,34.6116104125977,18875,19011,44,209,53
"Spirodela polyrhiza",83.7499999999997,55.0833333333334,10.5501041412354,24.7115001678467,-21.6022491455078,461,16,40.5120048522949,20170,21313.666015625,46,174,60
"Spirodela polyrhiza",16.083333333333,59.4166666666667,8.42458343505859,22.164249420166,-7.21799993515015,590,29,31.1120624542236,19674,19438.666015625,34,153,53
"Spirodela polyrhiza",18.2499999999997,59.25,7.20316362380981,21.2999992370605,-5.54390954971313,589,29,27.4095153808594,20509,20136.666015625,39,161,50
"Spirodela polyrhiza",14.083333333333,56.0833333333334,7.67702102661133,21.472749710083,-2.82074999809265,664,38,18.7151031494141,18845,19220.666015625,31,155,59
"Spirodela polyrhiza",-73.916666666667,40.75,9.28637218475342,29.4129829406738,-4.25994491577148,1175,76,10.3856744766235,15098,19893,30,178,59
"Spirodela polyrhiza",-92.916666666667,44.9166666666667,11.5366458892822,28.5139999389648,-16.2360000610352,766,19,50.8288764953613,17514,20536.666015625,28,64,61
"Spirodela polyrhiza",-79.2500000000003,43.25,7.82806253433228,25.996000289917,-6.26525020599365,854,49,16.710205078125,17688,20895.333984375,26,146,66
"Spirodela polyrhiza",40.083333333333,51.0833333333334,8.17406272888184,25.3145008087158,-11.7165002822876,514,27,24.9690456390381,18713,19809,45,187,63
"Spirodela polyrhiza",17.9166666666663,59.9166666666667,7.8223123550415,21.3497486114502,-7.01049995422363,594,28,30.9604797363281,20226,19768.333984375,46,165,50
"Spirodela polyrhiza",15.4166666666663,58.4166666666667,7.85245847702026,21.7957496643066,-5.49650001525879,545,26,28.7793273925781,19722,19542.666015625,30,146,59
"Spirodela polyrhiza",16.9166666666663,58.75,7.6299147605896,21.4343585968018,-5.53846168518066,553,28,28.0520439147949,20040,19795.333984375,36,155,52
"Spirodela polyrhiza",33.9166666666663,52.5833333333334,8.19302082061768,23.0750007629395,-10.0784997940063,640,32,30.9203777313232,18600,19477.333984375,44,171,57
"Spirodela polyrhiza",38.2499999999997,58.0833333333334,7.79127073287964,22.4759998321533,-13.7659997940063,635,30,30.8377647399902,19438,19122,47,192,57
"Spirodela polyrhiza",37.583333333333,54.0833333333334,8.21556282043457,23.6917495727539,-11.9154996871948,591,30,31.7629642486572,19042,19398.333984375,43,150,60
"Spirodela polyrhiza",7.91666666666632,52.25,7.56379175186157,21.9642505645752,-0.909749984741211,813,48,14.4009351730347,15681,17247.666015625,32,135,57
"Spirodela polyrhiza",-122.583333333334,48.75,8.92390823364258,22.5703887939453,0.226213589310646,1008,36,47.1229515075684,18809,20052.666015625,37,167,57
"Spirodela polyrhiza",3.24999999999966,51.25,6.61620712280273,21.7365913391113,1.14812028408051,783,46,18.9528102874756,16968,18170,15,16,66
"Spirodela polyrhiza",-77.7500000000003,43.25,10.114354133606,27.5477504730225,-8.71049976348877,819,45,17.3079948425293,17133,20438.666015625,29,168,61
"Spirodela polyrhiza",-80.2500000000003,43.5833333333334,9.64879131317139,25.60325050354,-11.4355001449585,916,54,17.6900863647461,17452,20610.666015625,30,148,66
"Spirodela polyrhiza",-83.2500000000003,42.4166666666667,10.26868724823,28.8007507324219,-8.33425045013428,821,44,20.3307228088379,16896,20272.666015625,28,66,67
"Spirodela polyrhiza",-83.5833333333337,40.5833333333334,11.1107292175293,28.7849998474121,-8.54199981689453,902,49,22.4757289886475,16891,20407.333984375,27,85,64
"Spirodela polyrhiza",6.91666666666632,46.4166666666667,7.95456266403198,22.1762504577637,-2.5402500629425,1314,90,10.2713212966919,17506,20487.333984375,38,179,58
"Spirodela polyrhiza",-89.5833333333337,48.0833333333334,10.3198957443237,23.2929992675781,-18.7639999389648,758,29,32.7497520446777,17603,20414,38,189,53
"Spirodela polyrhiza",41.4166666666663,49.75,10.2009372711182,27.9367504119873,-10.6632499694824,505,29,20.8418254852295,18239,19809,33,89,69
"Spirodela polyrhiza",-83.2500000000003,42.9166666666667,10.356541633606,27.1480007171631,-9.83174991607666,769,33,26.3897724151611,17267,20406.333984375,29,143,60
"Spirodela polyrhiza",-81.7500000000003,43.25,9.31227111816406,26.4787502288818,-9.4375,960,60,14.9359064102173,17596,20663,29,143,66
"Spirodela polyrhiza",7.083333333333,50.75,8.39237499237061,23.8549995422363,-0.38400000333786,717,44,16.7740516662598,15786,17527,25,78,62
"Spirodela polyrhiza",4.91666666666632,51.9166666666667,7.93870830535889,22.13450050354,-0.104500003159046,800,47,16.0698528289795,16189,17496.333984375,33,89,61
"Spirodela polyrhiza",87.2499999999997,53.9166666666667,10.5787706375122,25.3320007324219,-19.1860008239746,617,21,40.7023468017578,19908,21435,41,178,60
"Spirodela polyrhiza",44.083333333333,56.25,7.41695833206177,22.882999420166,-13.6807498931885,606,27,29.846923828125,19203,19462.666015625,41,169,59
"Spirodela polyrhiza",37.2499999999997,56.75,8.07618713378906,22.4685001373291,-13.7445001602173,636,28,34.7168922424316,19102,19110.666015625,46,214,54
"Spirodela polyrhiza",17.083333333333,59.25,7.58489561080933,21.4317493438721,-6.05975008010864,566,26,27.8517894744873,19881,19640.666015625,43,169,47
"Spirodela polyrhiza",-77.5833333333337,38.9166666666667,12.3129377365112,30.7280006408691,-4.90974998474121,1013,66,11.6908979415894,14648,20426,25,98,58
"Spirodela polyrhiza",17.083333333333,52.5833333333334,8.18879127502441,23.1877498626709,-3.95300006866455,513,23,33.5523300170898,18257,19012,31,128,51
"Spirodela polyrhiza",-71.7500000000003,48.5833333333334,10.2831039428711,23.2502498626709,-23.1277503967285,928,46,30.7701873779297,16837,19800.666015625,44,208,55
"Spirodela polyrhiza",25.2499999999997,54.75,7.79158353805542,22.1212501525879,-7.27724981307983,650,31,27.6838836669922,18732,19122.666015625,38,148,57
"Spirodela polyrhiza",12.4166666666663,58.0833333333334,6.91404151916504,20.246000289917,-4.63149976730347,823,46,22.3938407897949,18651,18814.666015625,40,170,44
"Spirodela polyrhiza",65.583333333333,57.0833333333334,10.1144161224365,24.4322490692139,-20.0632495880127,455,14,53.8496398925781,20395,20468.333984375,47,190,59
"Spirodela polyrhiza",16.2499999999997,59.0833333333334,8.54064559936523,22.1100006103516,-6.60400009155273,596,31,28.5683650970459,19616,19449.666015625,38,169,47
"Spirodela polyrhiza",10.083333333333,53.4166666666667,7.4238748550415,22.4797496795654,-1.2960000038147,698,40,15.770073890686,16731,17837,32,153,58
"Spirodela polyrhiza",4.91666666666632,51.25,7.84706258773804,23.2307510375977,0.256249994039536,791,48,13.4640226364136,16022,17360.333984375,16,53,51
"Spirodela polyrhiza",-75.7500000000003,45.4166666666667,10.2257709503174,26.6837501525879,-15.9829998016357,922,57,14.5856266021729,16916,20246.333984375,26,150,62
"Spirodela polyrhiza",-73.416666666667,43.0833333333334,11.7687921524048,27.3677501678467,-12.2932500839233,989,56,17.2701396942139,16149,19889.666015625,36,230,57
"Spirodela polyrhiza",33.2499999999997,53.4166666666667,7.82124996185303,22.2220001220703,-10.0384998321533,624,28,34.1428413391113,18602,19336,51,176,53
"Spirodela polyrhiza",8.583333333333,47.4166666666667,8.40775012969971,23.7840003967285,-2.50300002098083,1082,65,22.3372325897217,16697,19050.666015625,28,133,59
"Spirodela polyrhiza",-77.7500000000003,44.25,10.450249671936,26.2652492523193,-12.9907503128052,929,53,15.7546892166138,17268,20459.333984375,29,146,65
"Spirodela polyrhiza",-86.2500000000003,32.4166666666667,12.5662088394165,33.6064987182617,2.44300007820129,1377,65,21.8407745361328,13377,21642,23,47,57
"Spirodela polyrhiza",-97.416666666667,32.75,12.5557708740234,35.6907501220703,0.638499975204468,837,45,30.1833057403564,15746,23401.666015625,16,43,71
"Spirodela polyrhiza",-79.2500000000003,42.5833333333334,8.49993801116943,26.1494998931885,-7.06475019454956,984,51,19.9101963043213,17520,20722,32,192,57
"Spirodela polyrhiza",42.4166666666663,58.9166666666667,8.67518711090088,22.6725006103516,-15.316499710083,618,29,31.0497970581055,18923,18699.666015625,48,195,52
"Spirodela polyrhiza",10.2499999999997,48.9166666666667,8.51043796539307,22.4505004882812,-3.71950006484985,843,59,15.6760053634644,16236,18552.666015625,33,115,60
"Spirodela polyrhiza",-90.5833333333337,46.9166666666667,9.89585399627686,23.7320003509521,-14.3044996261597,801,26,37.4471397399902,17880,20600,36,170,51
"Spirodela polyrhiza",37.2499999999997,55.25,7.82170820236206,22.4542503356934,-11.1175003051758,626,29,33.8921928405762,18952,19152.666015625,48,193,56
"Spirodela polyrhiza",10.583333333333,52.25,7.66485404968262,22.7277507781982,-1.52874994277954,611,35,16.6397342681885,16809,17920.666015625,28,105,66
"Spirodela polyrhiza",83.083333333333,53.75,10.1628332138062,25.1217498779297,-20.6445007324219,422,16,40.1001091003418,20156,21733,48,214,55
"Spirodela polyrhiza",9.41666666666632,48.9166666666667,8.94277095794678,23.3412494659424,-2.5072500705719,916,63,15.4321069717407,16435,18643.666015625,27,72,62
"Spirodela polyrhiza",13.9166666666663,58.5833333333334,7.44341659545898,21.4312496185303,-5.15749979019165,577,28,26.1696529388428,19502,19357.666015625,30,132,56
"Spirodela polyrhiza",9.91666666666632,45.0833333333334,9.77852058410645,29.2247505187988,-1.92699992656708,813,42,22.9743270874023,19366,21713,22,53,74
"Spirodela polyrhiza",83.083333333333,52.5833333333334,11.6264791488647,26.9885005950928,-19.7857494354248,466,18,35.3226051330566,20373,22143.666015625,35,128,67
"Spirodela polyrhiza",1.083333333333,52.0833333333334,8.0653715133667,22.0205516815186,0.779197990894318,578,36,15.0421829223633,16253,17570.666015625,23,61,68
"Spirodela polyrhiza",14.2499999999997,51.4166666666667,8.20291709899902,23.7754993438721,-2.56774997711182,638,37,23.6663188934326,17185,18576.333984375,29,121,55
"Spirodela polyrhiza",-94.416666666667,36.25,12.5495414733887,32.0115013122559,-4.65875005722046,1164,52,25.9899234771729,16662,22465,20,76,56
"Spirodela polyrhiza",-86.916666666667,36.0833333333334,13.1210622787476,31.8542499542236,-3.29399991035461,1295,78,15.1900320053101,15566,21544,20,64,55
"Spirodela polyrhiza",-85.5833333333337,46.25,10.725625038147,24.6674995422363,-13.5679998397827,788,32,26.1403560638428,18243,20667.666015625,31,172,54
"Spirodela polyrhiza",-82.916666666667,46.25,10.3449792861938,24.4155006408691,-15.5384998321533,874,41,24.0197410583496,18054,20738.333984375,33,178,53
"Spirodela polyrhiza",-81.2500000000003,44.5833333333334,8.86529159545898,24.4307498931885,-10.3902502059937,950,58,18.6302032470703,18036,20856,33,177,58
"Spirodela polyrhiza",46.583333333333,54.9166666666667,8.43095779418945,24.1525001525879,-14.0939998626709,500,21,37.0219879150391,19242,19940,43,166,62
"Spirodela polyrhiza",12.4166666666663,51.4166666666667,8.17466640472412,24.2362499237061,-2.23499989509583,548,32,23.762508392334,16952,18168,26,82,66
"Spirodela polyrhiza",-71.0833333333337,42.4166666666667,11.0724363327026,28.7291774749756,-7.96286487579346,1127,83,7.77399730682373,15296,19782.333984375,39,199,56
"Spirodela polyrhiza",57.083333333333,57.75,9.68762493133545,23.1814994812012,-20.7392501831055,644,25,39.2979927062988,20229,20284.333984375,43,187,53
"Spirodela polyrhiza",12.4166666666663,50.75,8.33506202697754,23.2702503204346,-3.05900001525879,719,37,29.8657131195068,16159,17818.333984375,28,84,64
"Spirodela polyrhiza",-97.5833333333337,29.5833333333334,12.9104375839233,35.4257507324219,3.72075009346008,884,44,34.5125541687012,15245,23254.333984375,18,35,64
"Spirodela polyrhiza",2.74999999999966,48.0833333333334,8.96077060699463,24.8684997558594,0.303250014781952,643,45,9.05842018127441,17644,19762.666015625,23,49,66
"Spirodela polyrhiza",4.083333333333,46.75,8.92562484741211,24.8937492370605,-0.616500020027161,797,50,15.185718536377,18144,20085.333984375,22,68,60
"Spirodela polyrhiza",5.24999999999966,46.25,8.72060489654541,25.7622509002686,-0.540499985218048,992,65,14.9746074676514,18863,20641.333984375,24,69,61
"Spirodela polyrhiza",-2.416666666667,51.75,7.05441665649414,21.1742496490479,1.85374999046326,732,44,16.3330211639404,16550,17857,27,94,61
"Spirodela polyrhiza",143.25,46.75,8.22135925292969,20.0615787506104,-16.7973690032959,766,32,38.6071243286133,14098,17804.333984375,36,168,48
"Spirodela polyrhiza",11.9166666666663,57.75,6.96852779388428,21.2040615081787,-3.42360401153564,803,46,20.9873676300049,18584,18878.666015625,28,153,55
"Spirodela polyrhiza",82.7499999999997,51.0833333333334,11.7270622253418,23.9242496490479,-17.6620006561279,605,26,29.5477199554443,19864,22301,52,215,55
"Spirodela polyrhiza",-85.916666666667,42.5833333333334,10.7969999313354,27.7782497406006,-9.11625003814697,974,41,21.8132705688477,17724,20721.666015625,30,151,54
"Spirodela polyrhiza",-87.7500000000003,41.9166666666667,10.4635629653931,29.3672504425049,-9.4057502746582,939,40,27.1119918823242,16692,20375,31,59,68
"Spirodela polyrhiza",85.2499999999997,53.4166666666667,10.4969167709351,25.6532497406006,-20.5594997406006,540,20,34.9059066772461,20147,21765.666015625,43,135,65
"Spirodela polyrhiza",81.083333333333,54.0833333333334,10.5334377288818,25.1702499389648,-21.5235004425049,353,10,50.1637229919434,20262,21531.333984375,42,159,61
"Spirodela polyrhiza",-76.916666666667,42.9166666666667,10.2110834121704,27.3875007629395,-8.86174964904785,908,48,19.9087104797363,16727,20137.333984375,30,149,64
"Spirodela polyrhiza",-122.083333333334,42.0833333333334,15.3640213012695,28.5540008544922,-6.31325006484985,498,9,56.6263465881348,21800,25310.333984375,30,187,61
"Spirodela polyrhiza",-72.5833333333337,41.75,11.5743751525879,28.9937496185303,-8.30025005340576,1156,83,5.98001575469971,15429,20055,38,268,53
"Spirodela polyrhiza",-75.7500000000003,44.5833333333334,9.98624992370605,26.085750579834,-13.7172498703003,927,57,16.4934558868408,16903,20174,29,180,62
"Spirodela polyrhiza",-99.416666666667,19.0833333333334,14.4132919311523,22.9312496185303,2.56174993515015,1164,9,95.2896575927734,5287,19854,30,122,59
"Spirodela polyrhiza",61.4166666666663,55.0833333333334,9.14779186248779,24.2884998321533,-17.2665004730225,431,15,55.3027725219727,20348,20952.333984375,45,169,62
"Spirodela polyrhiza",-73.5833333333337,44.75,10.6700630187988,25.9887504577637,-14.2985000610352,864,41,25.7009086608887,16574,19800.333984375,34,185,55
"Spirodela polyrhiza",-92.416666666667,34.9166666666667,12.5851249694824,33.5820007324219,-1.58350002765656,1277,78,19.1261444091797,16134,22402.333984375,23,68,55
"Spirodela polyrhiza",-80.2500000000003,41.5833333333334,11.3303337097168,27.0349998474121,-9.19999980926514,1092,58,19.554235458374,16935,20299.666015625,41,201,53
"Spirodela polyrhiza",-94.916666666667,33.75,13.1845626831055,33.9072494506836,-1.30949997901917,1212,62,22.1166801452637,16411,22978.666015625,21,63,57
"Spirodela polyrhiza",-73.2500000000003,44.25,11.1687707901001,27.3309993743896,-12.6789999008179,880,45,22.4842166900635,16692,20003.666015625,35,196,59
"Spirodela polyrhiza",-97.0833333333337,33.25,12.6371450424194,35.2177505493164,-0.0920000001788139,967,49,33.6757698059082,16305,23580.666015625,18,63,67
"Spirodela polyrhiza",-117.25,46.5833333333334,12.3213748931885,29.3945007324219,-4.00549983978271,492,20,34.0976066589355,21955,23558.666015625,26,41,66
"Spirodela polyrhiza",7.91666666666632,49.9166666666667,8.31714630126953,24.0892505645752,-1.15349996089935,545,36,16.3934745788574,16637,18418.666015625,24,58,69
"Spirodela polyrhiza",34.4166666666663,52.25,8.3256664276123,23.2549991607666,-10.4320001602173,634,33,28.9713268280029,18944,19588.666015625,40,130,64
"Spirodela polyrhiza",32.7499999999997,52.5833333333334,8.46377086639404,23.0634994506836,-9.78775024414062,626,31,32.7827796936035,18618,19569,41,130,63
"Spirodela polyrhiza",11.9166666666663,45.4166666666667,8.37522888183594,28.441499710083,-0.412250012159348,829,48,15.9175939559937,18471,21027.333984375,21,55,73
"Spirodela polyrhiza",103.083333333333,52.9166666666667,10.3977918624878,23.3067493438721,-24.861499786377,421,6,91.3935470581055,18062,19638.666015625,41,138,62
"Spirodela polyrhiza",-78.416666666667,35.9166666666667,13.331166267395,32.0117492675781,-2.07550001144409,1164,78,14.5873279571533,13977,21274,19,80,51
"Spirodela polyrhiza",-83.416666666667,45.0833333333334,10.5547704696655,26.1022491455078,-11.6805000305176,736,34,23.471887588501,18003,20722.333984375,27,158,59
"Spirodela polyrhiza",120.416666666666,22.75,7.00291681289673,31.3460006713867,13.9534997940063,2385,14,108.223861694336,7654,19299,31,75,61
"Spirodela polyrhiza",-97.2500000000003,28.75,11.9812707901001,34.8087501525879,6.14225006103516,912,37,37.3865242004395,14933,22944,20,45,65
"Spirodela polyrhiza",-98.416666666667,31.0833333333334,13.339750289917,34.242000579834,0.462999999523163,730,34,32.2185707092285,15889,24162,19,40,70
"Spirodela polyrhiza",-95.916666666667,41.25,11.7574167251587,31.1009998321533,-10.8109998703003,773,19,53.407642364502,17053,21801.333984375,28,37,68
"Spirodela polyrhiza",12.083333333333,49.4166666666667,8.65172863006592,22.8547496795654,-4.20499992370605,711,42,22.725700378418,15818,18048.333984375,30,127,58
"Spirodela polyrhiza",6.583333333333,53.25,7.24377059936523,21.338249206543,-0.591750025749207,804,44,19.3781108856201,16204,17204,34,145,62
"Spirodela polyrhiza",-97.2500000000003,35.25,12.6671047210693,33.6797485351562,-3.36249995231628,937,35,38.3176689147949,17182,23740.666015625,18,170,60
"Spirodela polyrhiza",7.083333333333,47.0833333333334,8.00131225585938,21.1972503662109,-3.39800000190735,1135,78,11.0040330886841,17258,19843,35,173,57
"Spirodela polyrhiza",7.583333333333,44.75,8.58179187774658,27.0837497711182,-0.540000021457672,725,38,30.6148223876953,19605,23474.333984375,20,32,69
"Spirodela polyrhiza",-81.916666666667,33.4166666666667,14.3810415267944,34.010498046875,0.617500007152557,1158,66,18.1665115356445,13820,22194.666015625,22,68,55
"Spirodela polyrhiza",4.41666666666632,50.75,7.24572944641113,22.3040008544922,0.39750000834465,805,54,11.1060438156128,15905,17456.333984375,15,49,55
"Spirodela polyrhiza",12.9166666666663,48.75,9.16183376312256,23.4777507781982,-4.62575006484985,892,55,19.2890090942383,16239,18351,29,85,67
"Spirodela polyrhiza",11.7499999999997,48.75,8.59431266784668,23.5580005645752,-3.81625008583069,760,43,23.8546676635742,16368,18634,30,98,60
"Spirodela polyrhiza",5.91666666666632,52.5833333333334,7.5926456451416,22.2259998321533,0.379999995231628,806,45,17.3558120727539,16139,17305,35,182,64
"Spirodela polyrhiza",4.91666666666632,52.4166666666667,7.00741672515869,21.4522495269775,0.390500009059906,848,46,22.3836460113525,16262,17459.666015625,27,134,62
"Spirodela polyrhiza",5.91666666666632,50.75,7.33900022506714,21.875,-0.502250015735626,888,61,9.89643383026123,16278,17697.666015625,28,121,60
"Spirodela polyrhiza",12.2499999999997,53.5833333333334,7.12618732452393,22.1817493438721,-2.47125005722046,578,35,21.6264324188232,17592,18545.333984375,36,147,53
"Spirodela polyrhiza",22.4166666666663,53.25,8.41031265258789,23.1455001831055,-6.33249998092651,527,23,37.2473258972168,18937,19579.333984375,30,131,59
"Spirodela polyrhiza",-88.2500000000003,42.25,11.1178541183472,28.619499206543,-11.4267501831055,907,31,33.979419708252,17098,20755,30,80,65
"Spirodela polyrhiza",2.083333333333,48.5833333333334,7.90616655349731,23.8519992828369,0.811749994754791,631,42,9.761061668396,17295,19379.333984375,21,51,65
"Spirodela polyrhiza",12.583333333333,48.25,8.85704135894775,23.3442497253418,-4.33625030517578,925,50,31.3771305084229,15916,18294.666015625,27,123,62
"Spirodela polyrhiza",4.083333333333,51.75,6.10573720932007,21.0037689208984,0.807035148143768,787,42,22.0772571563721,16841,17965,25,93,71
"Spirodela polyrhiza",6.583333333333,52.25,8.05531215667725,22.3677501678467,-0.342999994754791,791,47,15.2326917648315,15702,17101,26,131,55
"Spirodela polyrhiza",-84.0833333333337,42.0833333333334,11.0490417480469,27.8972492218018,-9.74825000762939,859,43,21.929500579834,17162,20380.666015625,28,129,64
"Spirodela polyrhiza",26.7499999999997,60.75,8.54183387756348,22.2835006713867,-11.6485004425049,650,34,28.3765773773193,19344,19071,38,160,51
"Spirodela polyrhiza",-81.2500000000003,43.0833333333334,9.32331275939941,26.1652507781982,-9.82549953460693,1011,64,11.9638156890869,17419,20554.666015625,33,148,70
"Spirodela polyrhiza",10.9166666666663,49.75,9.1052713394165,23.4050006866455,-3.21650004386902,695,44,17.6754531860352,16372,18281,30,101,58
"Spirodela polyrhiza",9.74999999999966,51.4166666666667,7.62981271743774,21.5650005340576,-2.38824987411499,801,51,12.2869215011597,16193,17738.333984375,33,160,59
"Spirodela polyrhiza",4.74999999999966,49.25,8.93883323669434,24.2070007324219,-0.25424998998642,755,51,9.58563232421875,17286,18987,23,65,67
"Spirodela polyrhiza",1.083333333333,49.4166666666667,7.41122913360596,22.5074996948242,1.85774993896484,724,48,16.3240985870361,16353,18277.666015625,21,52,62
"Spirodela polyrhiza",0.749999999999659,52.75,7.48974990844727,20.988000869751,0.811249971389771,708,40,15.3905391693115,16089,17398.333984375,29,89,68
"Spirodela polyrhiza",-1.25000000000034,52.75,7.81143760681152,20.9395008087158,0.643249988555908,660,46,11.2681512832642,15718,17129.666015625,29,88,61
"Spirodela polyrhiza",14.083333333333,52.75,8.11416721343994,23.5965003967285,-2.78550004959106,548,31,24.8277931213379,17912,18873,28,110,62
"Spirodela polyrhiza",11.583333333333,53.4166666666667,7.93247938156128,22.8094997406006,-2.20250010490417,612,36,18.0958843231201,17355,18371,33,164,55
"Spirodela polyrhiza",13.4166666666663,55.9166666666667,6.85968780517578,20.7084999084473,-2.80949997901917,776,45,20.6296081542969,18629,19078,31,160,56
"Spirodela polyrhiza",15.083333333333,59.4166666666667,8.07206249237061,21.40625,-6.80149984359741,724,38,24.9828090667725,19363,19221.666015625,36,165,49
"Spirodela polyrhiza",16.7499999999997,60.0833333333334,8.77495861053467,22.3099994659424,-7.71749973297119,605,27,29.9867000579834,19763,19376.333984375,41,194,46
"Spirodela polyrhiza",-2.75000000000034,52.75,8.14543724060059,20.8535003662109,0.757499992847443,690,47,13.4302062988281,16211,17550.333984375,29,118,61
"Spirodela polyrhiza",-69.416666666667,44.9166666666667,12.0687913894653,25.9694995880127,-15.4927501678467,1079,69,12.4921903610229,16107,19639.333984375,35,254,53
"Spirodela polyrhiza",-94.916666666667,33.25,13.1659164428711,34.1807479858398,-0.222500011324883,1174,60,19.7040271759033,16213,22893.666015625,19,50,56
"Spirodela polyrhiza",8.91666666666632,45.75,10.0816459655762,27.4497489929199,-2.3585000038147,1275,63,26.63210105896,18042,21069.666015625,23,85,61
"Spirodela polyrhiza",-122.25,47.75,8.94106197357178,23.9957504272461,1.62475001811981,1041,29,51.0296249389648,18442,19825.333984375,31,165,56
"Spirodela polyrhiza",-111.916666666667,41.75,14.9439373016357,31.6065006256104,-10.5117502212524,457,23,24.3090763092041,21581,25251.666015625,29,36,76
"Spirodela polyrhiza",59.9166666666663,57.4166666666667,9.16458320617676,22.2472496032715,-17.8972492218018,552,20,49.6499938964844,20065,20059.666015625,47,238,52
"Spirodela polyrhiza",-74.416666666667,41.25,11.7669372558594,28.2474994659424,-8.92850017547607,1251,79,10.5732851028442,15677,20200.666015625,38,287,54
"Spirodela polyrhiza",23.4166666666663,63.4166666666667,7.78133344650269,20.3187503814697,-12.7612504959106,541,23,34.909782409668,19054,18281.333984375,41,213,45
"Spirodela polyrhiza",10.2499999999997,54.4166666666667,6.66216325759888,21.1151523590088,-1.18383836746216,736,41,17.6050243377686,17325,18225.333984375,31,149,62
"Spirodela polyrhiza",4.583333333333,48.75,9.42012500762939,25.4274997711182,-0.0799999982118607,711,48,10.2099523544312,17241,19230,21,56,72
"Spirodela polyrhiza",-3.916666666667,50.9166666666667,6.69858360290527,19.8470001220703,2.14849996566772,1121,66,25.6884498596191,16934,18363.666015625,31,151,56
"Spirodela polyrhiza",17.9166666666663,50.0833333333334,8.58366680145264,23.1744995117188,-4.28450012207031,644,28,42.9095993041992,17119,18762,29,92,65
"Spirodela polyrhiza",13.2499999999997,53.5833333333334,7.43231248855591,22.320499420166,-2.53550004959106,530,28,26.0060157775879,17622,18599.333984375,32,122,61
"Spirodela polyrhiza",-89.2500000000003,41.25,11.8168125152588,29.8052501678467,-10.9429998397827,902,32,33.1568450927734,17076,21115.666015625,27,55,63
"Spirodela polyrhiza",-81.916666666667,41.4166666666667,10.3973121643066,28.4839992523193,-7.52349996566772,926,54,17.3349227905273,17040,20504.333984375,29,106,62
"Spirodela polyrhiza",-0.0833333333336839,51.5833333333334,8.03912544250488,22.9330005645752,1.61524999141693,624,40,14.8348188400269,15812,17015.666015625,24,52,64
"Spirodela polyrhiza",15.7499999999997,50.0833333333334,8.6408748626709,23.8682498931885,-4.06075000762939,484,19,48.8939743041992,17593,19028,27,67,66
"Spirodela polyrhiza",2.083333333333,47.25,9.40222930908203,25.0962505340576,0.576749980449677,698,47,11.4593162536621,18019,19916,22,55,59
"Spirodela polyrhiza",5.91666666666632,51.25,8.12868785858154,22.861499786377,-0.0432500019669533,732,44,13.1752843856812,16099,17496,21,84,56
"Spirodela polyrhiza",-116.75,48.25,11.9133129119873,26.6690006256104,-7.24674987792969,816,33,40.4713401794434,21383,22603.333984375,37,200,58
"Spirodela polyrhiza",34.9166666666663,51.75,7.81281280517578,23.6324996948242,-9.57750034332275,634,33,27.584680557251,18764,19620.333984375,40,158,62
"Spirodela polyrhiza",24.583333333333,60.0833333333334,6.29179906845093,20.4665336608887,-8.74422264099121,638,31,29.9119739532471,20300,19770,42,177,49
"Spirodela polyrhiza",38.7499999999997,44.9166666666667,9.61852073669434,28.6949996948242,-2.90475010871887,783,50,19.9536666870117,17271,20496.666015625,30,104,68
"Spirodela polyrhiza",37.583333333333,45.25,7.78749990463257,27.1809997558594,-2.52850008010864,561,39,19.7292594909668,17737,20900.333984375,32,93,70
"Spirodela polyrhiza",37.583333333333,44.75,7.67181015014648,26.509635925293,-1.77630209922791,695,42,29.1698894500732,17382,20836.333984375,34,77,67
"Spirodela polyrhiza",-92.0833333333337,30.0833333333334,10.9880208969116,32.7822494506836,4.96824979782104,1556,104,17.3209991455078,13079,21567,22,107,62
"Spirodela polyrhiza",85.9166666666663,54.0833333333334,8.93585395812988,23.1022491455078,-18.3179988861084,552,20,41.0969390869141,19722,21363.333984375,50,258,52
"Spirodela polyrhiza",-79.916666666667,40.4166666666667,12.4455413818359,29.6822490692139,-6.78450012207031,979,59,17.6192817687988,15741,19872.333984375,33,118,60
"Spirodela polyrhiza",25.083333333333,60.5833333333334,8.32012462615967,21.7730007171631,-10.8365001678467,656,34,29.7588424682617,19848,19344,45,170,49
"Spirodela polyrhiza",0.749999999999659,44.9166666666667,9.48360443115234,26.0755004882812,2.34599995613098,988,56,18.8374862670898,17788,20403.666015625,22,58,65
"Spirodela polyrhiza",121.583333333333,23.9166666666667,5.91412210464478,30.5954189300537,13.7671756744385,2156,72,52.5230522155762,10971,19852.333984375,28,107,58
