"species","longitude","latitude","BIO_2","BIO_5","BIO_6","BIO_12","BIO_14","BIO_15","SR_RANGE","SR_HINGHQ","Labile_inorganic_P","Organic_P"
"Spirodela polyrhiza",-120.25,51.75,10.4567775726318,21.3850002288818,-11.9504995346069,801.888916015625,45.3333320617676,20.6709957122803,19352.77734375,20701.814453125,36.5202445983887,124.96435546875
"Spirodela polyrhiza",-79.75,44.75,9.65001201629639,24.9492225646973,-13.2603893280029,1017.88891601562,61.8888893127441,17.7778549194336,17769.333984375,20748.22265625,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",30.25,0.25,10.7153263092041,27.5596675872803,15.1816940307617,1108.77783203125,41,41.1727027893066,1740.22216796875,16694.333984375,24.2477493286133,92.0299911499023
"Spirodela polyrhiza",25.75,59.25,7.94981241226196,22.402416229248,-8.70899963378906,676.222229003906,34.1111106872559,32.6501922607422,19636.111328125,19326.92578125,15.6047353744507,55.663459777832
"Spirodela polyrhiza",-66.25,45.75,10.3230419158936,24.4489727020264,-14.4152498245239,1157.88891601562,80.3333358764648,10.6616649627686,16156.77734375,19489.92578125,21.7342071533203,133.804702758789
"Spirodela polyrhiza",98.75,26.75,9.37479400634766,20.492000579834,-2.04247212409973,1236.33337402344,16.4444446563721,63.4304046630859,5923.4443359375,17805.259765625,48.7056503295898,160.267181396484
"Spirodela polyrhiza",5.75,51.75,8.20205307006836,22.7847232818604,-0.234583348035812,768.111083984375,45.3333320617676,14.2199506759644,15926.22265625,17316.92578125,34.7212944030762,49.015438079834
"Spirodela polyrhiza",-76.25,44.75,10.1242294311523,25.9594993591309,-14.6731662750244,926.888916015625,58,14.728663444519,16997.333984375,20276.8515625,16.2685050964355,100.15559387207
"Spirodela polyrhiza",-100.75,50.75,11.7363052368164,23.9776935577393,-24.511360168457,502.555541992188,16.3333339691162,55.0477752685547,18841,21201.630859375,38.5881729125977,132.040344238281
"Spirodela polyrhiza",-83.25,9.75,8.96609306335449,27.3842258453369,16.1748828887939,3264.66674804688,128.555557250977,29.8959197998047,4597,20464.888671875,59.9454154968262,197.251907348633
"Spirodela polyrhiza",-79.75,0.25,7.88284683227539,29.5770072937012,19.6502227783203,1760.22216796875,29.1111106872559,82.0307388305664,3422.11108398438,13925.7041015625,14.299955368042,54.2741050720215
"Spirodela polyrhiza",11.75,52.25,8.49580574035645,24.0435829162598,-2.09097218513489,533.777770996094,31.8888893127441,21.8354358673096,17131.77734375,18243.259765625,21.5578498840332,30.4328365325928
"Spirodela polyrhiza",132.75,-12.75,11.1801900863647,36.1468620300293,17.5179176330566,1498.77783203125,1,112.848960876465,5484.5556640625,23512.185546875,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",-76.75,45.75,11.4799795150757,25.9142780303955,-18.452693939209,884.111083984375,52.5555572509766,15.2181453704834,17227,20317.37109375,36.5202445983887,124.96435546875
"Spirodela polyrhiza",134.75,-13.25,12.4230394363403,36.6826095581055,15.7192497253418,1075.66662597656,0.555555582046509,111.607986450195,5996.33349609375,23547.77734375,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",21.25,56.25,6.33477210998535,20.329195022583,-5.18986558914185,752.111083984375,29.6666660308838,34.6887054443359,20444.333984375,20083.37109375,14.0320625305176,48.0146751403809
"Spirodela polyrhiza",136.75,-12.25,7.77341890335083,33.1571807861328,19.8320617675781,1329.25,4.375,99.5344696044922,5694,22412.166015625,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",131.25,-12.75,11.7979440689087,35.7365264892578,15.9466943740845,1453.11108398438,0.666666686534882,108.047996520996,5124.66650390625,23426.77734375,27.3372135162354,61.3461647033691
"Spirodela polyrhiza",41.75,55.25,8.45859527587891,23.9323062896729,-13.4692783355713,584.444458007812,26.2222213745117,32.1939392089844,18960.666015625,19385.4453125,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",130.75,-13.25,12.5758819580078,35.8519172668457,15.3764448165894,1563.44445800781,0,109.009490966797,5377,23627.111328125,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",89.25,61.75,9.91256904602051,23.605583190918,-28.2564163208008,605.111083984375,24.6666660308838,32.648681640625,19759.22265625,19766.666015625,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",140.25,37.25,8.75656986236572,27.082971572876,-4.52005577087402,1291.66662597656,44,48.2937660217285,11286.111328125,16963.037109375,34.7212944030762,49.015438079834
"Spirodela polyrhiza",142.25,48.25,6.93373394012451,19.3129253387451,-17.5845394134521,810.75,39,33.8609085083008,15363,18160.5,39.7714767456055,130.869049072266
"Spirodela polyrhiza",106.25,22.75,7.43803024291992,30.0474166870117,9.42500019073486,1532.77783203125,17.1111106872559,87.6866683959961,9502.22265625,18273.185546875,142.795227050781,201.581481933594
"Spirodela polyrhiza",-110.25,54.75,10.8900575637817,21.5168895721436,-21.6561946868896,449.666656494141,13.4444446563721,66.2203674316406,19805.5546875,21617.333984375,38.5881729125977,132.040344238281
"Spirodela polyrhiza",10.25,50.25,8.54520797729492,22.8973331451416,-3.19091653823853,714,47,15.5755796432495,16410.5546875,18165.77734375,10.1667222976685,36.2655906677246
"Spirodela polyrhiza",-114.75,53.25,12.5983591079712,21.8614730834961,-18.7807502746582,563.333312988281,17.2222213745117,67.5926208496094,19571.888671875,21482.92578125,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",133.25,-14.75,13.6556224822998,37.9504165649414,13.9914999008179,910.666687011719,1.22222220897675,113.014533996582,6090.22216796875,23931.185546875,34.7212944030762,49.015438079834
"Spirodela polyrhiza",9.25,50.75,8.02728748321533,21.955249786377,-2.89905548095703,813,52.4444427490234,12.7541160583496,16309.888671875,17989.888671875,62.8959922790527,215.216430664062
"Spirodela polyrhiza",22.75,-18.75,15.7442388534546,35.4182777404785,7.77241659164429,479.777770996094,0,107.889694213867,6840.77783203125,22790.111328125,34.7212944030762,49.015438079834
"Spirodela polyrhiza",130.75,-13.75,13.6062240600586,37.1632232666016,14.7299995422363,1369.44445800781,0.777777791023254,114.107162475586,5616.111328125,23809.703125,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",-64.25,45.75,9.61419868469238,23.43017578125,-12.4586696624756,1210.55554199219,85.8888854980469,11.4911890029907,16502.22265625,19515.185546875,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",10.25,57.25,6.54207849502563,19.9537143707275,-2.29887175559998,653,33.3333320617676,24.0282306671143,18232.5546875,18644.740234375,16.2685050964355,100.15559387207
"Spirodela polyrhiza",23.25,41.25,10.5207662582397,29.542610168457,-1.53250002861023,481.444458007812,26.7777786254883,20.6300601959229,18779.111328125,22538.666015625,42.5209999084473,60.0261421203613
"Spirodela polyrhiza",22.25,-19.75,16.4492416381836,35.9965019226074,7.45705556869507,389.555541992188,0,106.397071838379,7570,23801.666015625,34.7212944030762,49.015438079834
"Spirodela polyrhiza",133.75,35.25,8.54018306732178,28.5754718780518,-2.6550555229187,1715.22216796875,79.5555572509766,40.3182754516602,11923.77734375,17961.259765625,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",12.75,56.75,7.2824854850769,20.8431301116943,-3.62559080123901,866.625,47.25,22.910680770874,18581.75,19032.541015625,36.5202445983887,124.96435546875
"Spirodela polyrhiza",98.75,25.75,10.2137079238892,22.6637229919434,0.566027760505676,1294.77783203125,17.3333339691162,69.1451416015625,6163.4443359375,18767.962890625,42.5209999084473,60.0261421203613
"Spirodela polyrhiza",-73.75,45.25,9.94518947601318,26.3556251525879,-14.726188659668,965.333312988281,55.5555572509766,16.205265045166,16724.77734375,19934.37109375,32.4624443054199,111.079437255859
"Spirodela polyrhiza",-6.25,41.25,11.0312175750732,28.7381954193115,0.652499973773956,985.666687011719,17,52.8908042907715,21678,25138.37109375,59.9454154968262,197.251907348633
"Spirodela polyrhiza",109.25,21.75,6.83878087997437,31.7919025421143,9.90468406677246,1660.66662597656,27,74.5178375244141,9822.888671875,20093.77734375,39.7714767456055,130.869049072266
"Spirodela polyrhiza",136.75,36.75,7.67888307571411,29.5846271514893,-1.05979335308075,2084.5,130.5,20.8286952972412,13251.125,17625.916015625,14.299955368042,54.2741050720215
"Spirodela polyrhiza",15.75,57.75,8.49329662322998,21.8166675567627,-5.81241655349731,610.333312988281,32.2222213745117,27.2397804260254,19453.111328125,19404.482421875,21.7342071533203,133.804702758789
"Spirodela polyrhiza",42.25,56.25,8.39656066894531,23.2477779388428,-14.97350025177,571,26.6666660308838,31.6770877838135,19073.77734375,19260.185546875,38.5881729125977,132.040344238281
"Spirodela polyrhiza",0.75,40.75,9.67446899414062,29.3610305786133,4.89949083328247,565.125,14.25,41.1585540771484,18665.5,23708.416015625,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",6.75,49.75,7.61215496063232,22.3602771759033,-1.48483335971832,896.222229003906,59.3333320617676,13.0570030212402,16785.4453125,18596,38.5881729125977,132.040344238281
"Spirodela polyrhiza",128.75,-15.75,13.6090860366821,38.8243064880371,15.3335552215576,837.666687011719,0,114.418449401855,6907.4443359375,24877.740234375,27.3372135162354,61.3461647033691
"Spirodela polyrhiza",-68.75,48.25,9.18091869354248,22.2499656677246,-18.0925903320312,1030.66662597656,64.5555572509766,15.7205724716187,16642.77734375,19528.4453125,17.7474613189697,109.260650634766
"Spirodela polyrhiza",-113.75,53.25,12.2399787902832,22.2543601989746,-18.5997219085693,496.888885498047,15.3333330154419,67.5247955322266,19686.22265625,21578.62890625,15.6047353744507,55.663459777832
"Spirodela polyrhiza",139.25,36.25,9.85087203979492,30.0617218017578,-2.67916679382324,1283.33337402344,41.7777786254883,49.2747802734375,9626.5556640625,16424.962890625,39.7714767456055,130.869049072266
"Spirodela polyrhiza",8.75,55.25,6.34013557434082,20.5099391937256,-1.11176216602325,828.333312988281,42.2222213745117,28.1367568969727,17129.333984375,17998.37109375,17.7474613189697,109.260650634766
"Spirodela polyrhiza",133.75,34.75,8.71294021606445,30.4808807373047,-1.00325775146484,1473.55554199219,37,54.991527557373,11218.4443359375,18149.333984375,14.2023181915283,48.5972518920898
"Spirodela polyrhiza",16.25,58.25,8.03478527069092,21.9257907867432,-5.76786375045776,600.444458007812,32.1111106872559,26.8632373809814,19689.22265625,19573.888671875,26.7497978210449,164.682708740234
"Spirodela polyrhiza",-73.75,45.75,10.2317409515381,26.1824283599854,-16.538745880127,1011.22222900391,59.6666679382324,15.1423101425171,16690.666015625,19915.703125,16.2685050964355,100.15559387207
"Spirodela polyrhiza",-2.75,51.25,7.35686302185059,21.0099773406982,1.89750921726227,877.777770996094,53,19.836799621582,16709.333984375,18173.482421875,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",25.25,63.75,8.22122192382812,20.989860534668,-12.9425830841064,566.888916015625,27.5555553436279,34.0934028625488,18857.111328125,18198.037109375,30.0935192108154,185.26806640625
"Spirodela polyrhiza",140.75,37.75,7.90146398544312,26.8040657043457,-3.37542128562927,1229.66662597656,37,48.6145057678223,11183.111328125,16820.5546875,32.4624443054199,111.079437255859
"Spirodela polyrhiza",134.75,-12.25,9.63334274291992,34.3034973144531,18.2280597686768,1201.55554199219,1,112.178939819336,5458.5556640625,23028.037109375,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",132.75,-12.25,10.2190265655518,35.2479591369629,18.0953502655029,1540.88891601562,0.444444447755814,114.038314819336,5317.22216796875,23221.51953125,7.25971412658691,23.7575950622559
"Spirodela polyrhiza",27.75,59.25,7.60274028778076,22.0174808502197,-10.2973890304565,629.222229003906,27.4444446563721,35.9097671508789,19593.77734375,19404.703125,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",130.75,-12.75,10.9009733200073,34.5577049255371,16.5803031921387,1695.44445800781,0.888888895511627,105.491600036621,5058.77783203125,23424.62890625,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",140.25,35.25,7.48451614379883,28.8526248931885,0.572813987731934,1677.125,65.5,35.7221984863281,9493.75,16869.291015625,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",36.25,53.25,8.14665222167969,23.1824169158936,-11.8084163665771,629.444458007812,34.2222213745117,28.4660968780518,18947.5546875,19482.111328125,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",-122.25,54.25,10.7448978424072,21.3198051452637,-13.4229164123535,817.111083984375,36.7777786254883,21.6277961730957,19121.111328125,20270.62890625,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",16.25,47.25,9.68601608276367,24.4215545654297,-4.76052761077881,755.111083984375,30.7777786254883,37.2176322937012,17260.4453125,19724.4453125,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",-75.25,45.25,10.7030925750732,26.4493064880371,-16.1718330383301,1000,61.7777786254883,13.9827947616577,16944,20185.8515625,163.564651489258,538.213684082031
"Spirodela polyrhiza",-6.75,38.75,12.9031229019165,33.7869720458984,3.46527767181396,556.222229003906,5.66666650772095,57.2374076843262,21105.333984375,26528.07421875,26.375732421875,90.2520370483398
"Spirodela polyrhiza",132.75,-12.75,11.1801900863647,36.1468620300293,17.5179176330566,1498.77783203125,1,112.848960876465,5484.5556640625,23512.185546875,58.8752288818359,83.1131286621094
"Spirodela polyrhiza",-1.25,43.75,9.07406139373779,24.8477630615234,3.67277121543884,1224.33337402344,55.4444427490234,26.4920310974121,16441.77734375,19934.814453125,17.7474613189697,109.260650634766
"Spirodela polyrhiza",5.25,46.75,8.51224994659424,25.2586116790771,-0.183833330869675,971.777770996094,61.4444427490234,14.0006256103516,18564,20326.111328125,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",38.75,53.75,8.59389305114746,24.3389167785645,-12.5859718322754,555.222229003906,26.4444446563721,32.4989738464355,19125.111328125,19499.1484375,15.6047353744507,55.663459777832
"Spirodela polyrhiza",73.25,34.25,12.1864814758301,33.111946105957,1.28425002098083,1269.77783203125,25.6666660308838,67.5416412353516,16016.111328125,22758.259765625,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",131.75,-14.75,13.3445463180542,37.3236656188965,14.2321109771729,960,0,118.412307739258,6021.888671875,24043.4453125,25.4222793579102,14.3360939025879
"Spirodela polyrhiza",10.75,48.25,8.37127780914307,22.4046115875244,-3.88677787780762,921.666687011719,50.1111106872559,29.7452621459961,16084.22265625,18681.48046875,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",-122.75,53.75,11.230206489563,22.1244163513184,-13.5145282745361,618.444458007812,31.2222213745117,25.0975303649902,19146.5546875,20306.259765625,74.2404327392578,41.8655586242676
"Spirodela polyrhiza",140.25,39.75,7.26502370834351,27.3016529083252,-4.44217109680176,1618.33337402344,96.4444427490234,21.3516750335693,13458.22265625,17284.814453125,34.7212944030762,49.015438079834
"Spirodela polyrhiza",-79.25,44.25,9.28456687927246,25.127082824707,-12.5676946640015,909.444458007812,54.1111106872559,16.8848438262939,17630.111328125,20738.185546875,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",11.75,50.75,8.24701404571533,22.6076946258545,-3.17338895797729,698.444458007812,40.4444427490234,22.8340511322021,16147.111328125,17791.185546875,14.0320625305176,48.0146751403809
"Spirodela polyrhiza",38.75,53.25,8.61402034759521,24.605806350708,-12.6786947250366,566.111083984375,27.7777786254883,31.8421039581299,18894.333984375,19463.703125,14.3043403625488,51.0248336791992
"Spirodela polyrhiza",-97.25,50.25,11.39231300354,25.165111541748,-24.0223617553711,521.666687011719,12.1111106872559,63.5157890319824,18377.77734375,20915.333984375,14.3043403625488,51.0248336791992
"Spirodela polyrhiza",24.75,-20.75,16.2990989685059,36.1920013427734,8.19200038909912,340,0,103.887153625488,8053.888671875,23753.22265625,34.7212944030762,49.015438079834
"Spirodela polyrhiza",140.75,40.25,7.63556718826294,25.8263339996338,-7.17469453811646,1466.66662597656,88.5555572509766,24.3861198425293,13058.77734375,17148.556640625,101.39623260498,143.139266967773
"Spirodela polyrhiza",135.75,34.75,9.02371978759766,31.1587505340576,-0.213333338499069,1517.33337402344,41.2222213745117,48.6733818054199,10737.3330078125,17516.37109375,34.7212944030762,49.015438079834
"Spirodela polyrhiza",37.75,55.75,7.64484739303589,23.0550842285156,-11.0195560455322,658,29,33.6515121459961,18791.333984375,18972.591796875,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",-86.75,31.25,13.3957939147949,32.8453063964844,2.63622212409973,1574.55554199219,75.7777786254883,19.7965183258057,13479.6669921875,22151.1484375,13.1082925796509,49.7512664794922
"Spirodela polyrhiza",-82.25,29.75,13.045446395874,32.9037780761719,5.58647203445435,1322.22216796875,58.1111106872559,43.5974349975586,13315.888671875,22281.92578125,13.1082925796509,49.7512664794922
"Spirodela polyrhiza",-76.75,39.25,11.1020107269287,30.4481525421143,-4.46682596206665,1129.55554199219,74.2222213745117,11.2506322860718,14749.3330078125,20328.92578125,14.299955368042,54.2741050720215
"Spirodela polyrhiza",-77.25,38.25,12.2809286117554,31.0931911468506,-3.67701005935669,1046.22216796875,71.7777786254883,9.93207168579102,14540.22265625,20694.408203125,14.299955368042,54.2741050720215
"Spirodela polyrhiza",34.25,53.25,7.64239597320557,22.2531661987305,-10.2581663131714,649.444458007812,31.7777786254883,30.5145168304443,18719.22265625,19341.888671875,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",-2.75,53.25,7.43041563034058,20.2744369506836,1.04200911521912,743.777770996094,46.3333320617676,17.6088275909424,16078,17386.296875,71.2572250366211,234.473724365234
"Spirodela polyrhiza",4.75,50.25,7.74657392501831,22.3063335418701,-0.554694414138794,830.777770996094,57.8888893127441,9.29447555541992,16290.111328125,17894.296875,38.5881729125977,132.040344238281
"Spirodela polyrhiza",8.75,50.25,8.06848335266113,23.7309436798096,-1.40236115455627,685,45.2222213745117,14.1752958297729,16518.888671875,18227.296875,39.7714767456055,130.869049072266
"Spirodela polyrhiza",-123.75,48.75,8.54413795471191,21.5315341949463,-0.799018979072571,1562.33337402344,30.6666660308838,67.0190811157227,18324.5546875,19646.666015625,116.144233703613,382.175598144531
"Spirodela polyrhiza",35.25,52.25,7.96540307998657,23.1268615722656,-10.1308889389038,644.777770996094,33.8888893127441,28.2193717956543,18732.77734375,19486.296875,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",-81.25,41.25,10.8456945419312,27.56272315979,-8.52372264862061,1014.77777099609,56.2222213745117,16.8914985656738,16800.666015625,20296.07421875,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",51.75,55.75,8.77985191345215,24.7078056335449,-16.2357769012451,552.555541992188,24.8888893127441,31.1374588012695,20087.333984375,20517.740234375,62.2089805603027,87.8193206787109
"Spirodela polyrhiza",43.75,55.75,7.8239049911499,22.5751667022705,-14.9683055877686,533.777770996094,24.1111106872559,34.8491249084473,18992.4453125,19420.62890625,38.5881729125977,132.040344238281
"Spirodela polyrhiza",49.25,53.25,9.3036413192749,25.9376659393311,-14.8692502975464,485.555541992188,23.6666660308838,24.5678119659424,19765.111328125,20805.07421875,14.3043403625488,51.0248336791992
"Spirodela polyrhiza",-75.75,42.25,11.0459909439087,26.2587223052979,-10.533055305481,1035,63.4444427490234,13.8474044799805,16165.5556640625,19896,21.5375823974609,73.6969299316406
"Spirodela polyrhiza",-88.75,42.75,11.4334278106689,28.417444229126,-12.7246942520142,861,28.7777786254883,36.6713905334473,17041.4453125,20753.62890625,13.3723154067993,45.7571601867676
"Spirodela polyrhiza",-88.25,42.75,10.827675819397,27.7726383209229,-12.2004165649414,869.555541992188,30.8888893127441,33.9577903747559,17128.22265625,20770.5546875,13.3723154067993,45.7571601867676
"Spirodela polyrhiza",19.25,52.75,8.2430305480957,23.517972946167,-5.3335280418396,539.777770996094,22,37.5544548034668,18323.666015625,19003.888671875,17.7474613189697,109.260650634766
"Spirodela polyrhiza",36.75,55.75,7.87024068832397,22.3393611907959,-11.7708330154419,639.333312988281,28,34.5272674560547,18884.5546875,19048.037109375,19.7427825927734,67.5555267333984
"Spirodela polyrhiza",83.75,55.25,10.4111623764038,24.6285285949707,-21.5011940002441,464.333343505859,16,41.1970100402832,20165.333984375,21276.111328125,19.1101474761963,68.1675643920898
